timestamp,open,high,low,close,volume
2018-06-15 16:00:00,32.9250,32.9600,32.9200,32.9600,306553
2018-06-15 15:59:00,32.9500,32.9500,32.9200,32.9300,138371
2018-06-15 15:58:00,32.9600,32.9850,32.9400,32.9450,281535
2018-06-15 15:57:00,32.9100,32.9600,32.9050,32.9600,93542
2018-06-15 15:56:00,32.9050,32.9300,32.9000,32.9100,72719
2018-06-15 15:55:00,32.8950,32.9050,32.8900,32.9050,49679
2018-06-15 15:54:00,32.9000,32.9100,32.8900,32.8950,14087
2018-06-15 15:53:00,32.8900,32.9200,32.8850,32.9000,74492
2018-06-15 15:52:00,32.8800,32.8900,32.8700,32.8900,67587
2018-06-15 15:51:00,32.9050,32.9100,32.8800,32.8800,57942
2018-06-15 15:50:00,32.9000,32.9100,32.8900,32.9050,66233
2018-06-15 15:49:00,32.8950,32.9200,32.8900,32.9000,37450
2018-06-15 15:48:00,32.8800,32.8950,32.8750,32.8950,30330
2018-06-15 15:47:00,32.8800,32.8800,32.8700,32.8750,18511
2018-06-15 15:46:00,32.8800,32.8850,32.8700,32.8800,18691
2018-06-15 15:45:00,32.8750,32.9000,32.8744,32.8800,39716
2018-06-15 15:44:00,32.8750,32.8800,32.8700,32.8800,15059
2018-06-15 15:43:00,32.8800,32.9000,32.8730,32.8800,38981
2018-06-15 15:42:00,32.8750,32.8800,32.8700,32.8800,12396
2018-06-15 15:41:00,32.8650,32.8800,32.8600,32.8800,18576
2018-06-15 15:40:00,32.8800,32.8900,32.8600,32.8700,14884
2018-06-15 15:39:00,32.8550,32.8900,32.8550,32.8850,35113
2018-06-15 15:38:00,32.8550,32.8550,32.8500,32.8550,1500
2018-06-15 15:37:00,32.8450,32.8700,32.8400,32.8600,47353
2018-06-15 15:36:00,32.8850,32.8900,32.8400,32.8400,18705
2018-06-15 15:35:00,32.9300,32.9350,32.8800,32.8800,28623
2018-06-15 15:34:00,32.8900,32.9400,32.8800,32.9400,93145
2018-06-15 15:33:00,32.8950,32.9000,32.8900,32.8900,12987
2018-06-15 15:32:00,32.9100,32.9150,32.8900,32.9000,56383
2018-06-15 15:31:00,32.8500,32.9000,32.8300,32.9000,101854
2018-06-15 15:30:00,32.8600,32.8661,32.8500,32.8550,19354
2018-06-15 15:29:00,32.8650,32.8700,32.8600,32.8650,17598
2018-06-15 15:28:00,32.8750,32.8800,32.8600,32.8650,9100
2018-06-15 15:27:00,32.8650,32.8800,32.8500,32.8750,62417
2018-06-15 15:26:00,32.8700,32.8763,32.8650,32.8700,4750
2018-06-15 15:25:00,32.8850,32.8900,32.8700,32.8700,27875
2018-06-15 15:24:00,32.8500,32.8900,32.8450,32.8900,38440
2018-06-15 15:23:00,32.8500,32.8600,32.8400,32.8500,24255
2018-06-15 15:22:00,32.8200,32.8500,32.8200,32.8500,53830
2018-06-15 15:21:00,32.8200,32.8300,32.8200,32.8250,9701
2018-06-15 15:20:00,32.8400,32.8400,32.8200,32.8200,7861
2018-06-15 15:19:00,32.8500,32.8595,32.8400,32.8400,23958
2018-06-15 15:18:00,32.8650,32.8700,32.8500,32.8550,31330
2018-06-15 15:17:00,32.8250,32.8660,32.8250,32.8658,57936
2018-06-15 15:16:00,32.8300,32.8300,32.8250,32.8250,1843
2018-06-15 15:15:00,32.8248,32.8300,32.8200,32.8300,2013
2018-06-15 15:14:00,32.7900,32.8300,32.7900,32.8200,75815
2018-06-15 15:13:00,32.7900,32.7960,32.7900,32.7900,3500
2018-06-15 15:12:00,32.7900,32.8000,32.7900,32.7900,937
2018-06-15 15:11:00,32.8050,32.8050,32.7900,32.7950,15936
2018-06-15 15:10:00,32.8050,32.8100,32.8000,32.8000,4324
2018-06-15 15:09:00,32.7700,32.8100,32.7700,32.8100,19647
2018-06-15 15:08:00,32.8050,32.8050,32.7750,32.7750,15723
2018-06-15 15:07:00,32.8050,32.8100,32.8050,32.8050,1985
2018-06-15 15:06:00,32.8100,32.8200,32.8100,32.8100,25507
2018-06-15 15:05:00,32.8000,32.8100,32.8000,32.8100,9662
2018-06-15 15:04:00,32.7900,32.8000,32.7900,32.8000,2705
2018-06-15 15:03:00,32.7850,32.8050,32.7800,32.7950,22481
2018-06-15 15:02:00,32.8050,32.8050,32.7700,32.7850,36852
2018-06-15 15:01:00,32.8000,32.8050,32.8000,32.8050,26586
2018-06-15 15:00:00,32.8100,32.8100,32.7950,32.8000,20550
2018-06-15 14:59:00,32.8039,32.8050,32.8000,32.8000,18971
2018-06-15 14:58:00,32.8000,32.8050,32.7950,32.8000,47399
2018-06-15 14:57:00,32.7700,32.8250,32.7400,32.8000,87085
2018-06-15 14:56:00,32.7150,32.7800,32.7150,32.7750,79628
2018-06-15 14:54:00,32.7100,32.7200,32.7050,32.7150,20942
2018-06-15 14:53:00,32.7050,32.7100,32.7000,32.7100,9968
2018-06-15 14:52:00,32.7050,32.7100,32.7000,32.7050,1200
2018-06-15 14:51:00,32.7100,32.7100,32.7000,32.7100,13523
2018-06-15 14:50:00,32.7100,32.7200,32.6950,32.7100,13700
2018-06-15 14:49:00,32.7056,32.7100,32.7050,32.7050,2175
2018-06-15 14:48:00,32.7100,32.7200,32.7000,32.7039,12100
2018-06-15 14:47:00,32.6925,32.7200,32.6900,32.7100,25599
2018-06-15 14:46:00,32.7000,32.7000,32.6900,32.6900,3100
2018-06-15 14:45:00,32.6950,32.7000,32.6900,32.6925,4390
2018-06-15 14:44:00,32.6950,32.7000,32.6900,32.6900,6412
2018-06-15 14:43:00,32.6900,32.6950,32.6900,32.6950,3100
2018-06-15 14:42:00,32.6950,32.7000,32.6950,32.7000,700
2018-06-15 14:41:00,32.7000,32.7000,32.6900,32.6900,3800
2018-06-15 14:40:00,32.6400,32.7300,32.6400,32.7099,51299
2018-06-15 14:39:00,32.6500,32.6550,32.6400,32.6450,6102
2018-06-15 14:38:00,32.6250,32.6700,32.6250,32.6600,39248
2018-06-15 14:37:00,32.6300,32.6300,32.6200,32.6200,9212
2018-06-15 14:36:00,32.6500,32.6500,32.6300,32.6300,1979
2018-06-15 14:35:00,32.6000,32.6800,32.5900,32.6600,55681
2018-06-15 14:34:00,32.5900,32.6000,32.5868,32.5950,8636
2018-06-15 14:33:00,32.5861,32.5900,32.5800,32.5800,7180
2018-06-15 14:32:00,32.5950,32.5950,32.5846,32.5846,5056
2018-06-15 14:31:00,32.5900,32.5900,32.5900,32.5900,4000
2018-06-15 14:30:00,32.5900,32.5900,32.5900,32.5900,1500
2018-06-15 14:29:00,32.5600,32.5800,32.5600,32.5800,7404
2018-06-15 14:28:00,32.5600,32.5700,32.5550,32.5600,7500
2018-06-15 14:27:00,32.5600,32.5600,32.5500,32.5550,1606
2018-06-15 14:26:00,32.5550,32.5700,32.5550,32.5600,5205
2018-06-15 14:25:00,32.5600,32.5700,32.5500,32.5500,11199
2018-06-15 14:24:00,32.5700,32.5800,32.5650,32.5700,9800
2018-06-15 14:23:00,32.5600,32.5700,32.5550,32.5600,9078
2018-06-15 14:22:00,32.5550,32.5700,32.5500,32.5600,16284
2018-06-15 14:21:00,32.5300,32.5700,32.5300,32.5600,26175
2018-06-15 14:20:00,32.5300,32.5400,32.5300,32.5350,1900
