timestamp,open,high,low,close,volume
2018-06-15 16:00:00,100.3500,100.3500,100.1000,100.1300,27615036
2018-06-15 15:59:00,100.3849,100.4200,100.3300,100.3500,563131
2018-06-15 15:58:00,100.4350,100.4500,100.3800,100.3800,385786
2018-06-15 15:57:00,100.5300,100.5900,100.4300,100.4300,435715
2018-06-15 15:56:00,100.3500,100.5300,100.3450,100.5250,615882
2018-06-15 15:55:00,100.1200,100.3500,100.1200,100.3500,300027
2018-06-15 15:54:00,100.2750,100.2800,100.1100,100.1300,306364
2018-06-15 15:53:00,100.2300,100.3500,100.2300,100.2700,319968
2018-06-15 15:52:00,100.2200,100.2400,100.0700,100.2200,412339
2018-06-15 15:51:00,100.5300,100.9000,100.1600,100.2200,1021251
2018-06-15 15:50:00,100.8600,100.9300,100.5000,100.5300,317115
2018-06-15 15:49:00,100.8700,100.8800,100.8600,100.8650,102523
2018-06-15 15:48:00,100.8750,100.8900,100.8700,100.8750,124342
2018-06-15 15:47:00,100.9350,100.9400,100.8700,100.8750,115537
2018-06-15 15:46:00,100.9700,100.9900,100.9300,100.9350,70874
2018-06-15 15:45:00,101.0100,101.0200,100.9700,100.9800,78871
2018-06-15 15:44:00,101.0100,101.0200,100.9800,101.0150,93754
2018-06-15 15:43:00,101.0500,101.0500,101.0100,101.0100,35618
2018-06-15 15:42:00,101.0600,101.0800,101.0300,101.0400,119475
2018-06-15 15:41:00,101.1400,101.1400,101.0600,101.0700,93835
2018-06-15 15:40:00,101.1500,101.1550,101.1350,101.1350,59021
2018-06-15 15:39:00,101.1400,101.1700,101.1400,101.1600,64381
2018-06-15 15:38:00,101.1600,101.1600,101.1300,101.1437,73312
2018-06-15 15:37:00,101.1600,101.1800,101.1450,101.1700,76752
2018-06-15 15:36:00,101.1600,101.1800,101.1500,101.1600,50420
2018-06-15 15:35:00,101.1900,101.1950,101.1500,101.1650,86522
2018-06-15 15:34:00,101.2110,101.2350,101.1800,101.1942,52852
2018-06-15 15:33:00,101.2050,101.2300,101.2000,101.2100,38716
2018-06-15 15:32:00,101.1938,101.2100,101.1938,101.2050,18092
2018-06-15 15:31:00,101.1474,101.2200,101.1450,101.1901,75531
2018-06-15 15:30:00,101.1500,101.1500,101.1200,101.1400,58983
2018-06-15 15:29:00,101.0961,101.1500,101.0800,101.1400,74773
2018-06-15 15:28:00,101.0900,101.1100,101.0700,101.1000,48120
2018-06-15 15:27:00,101.1050,101.1400,101.0900,101.1000,58418
2018-06-15 15:26:00,101.1000,101.1100,101.0900,101.1000,27550
2018-06-15 15:25:00,101.1068,101.1150,101.1000,101.1050,39574
2018-06-15 15:24:00,101.1000,101.1100,101.0950,101.1050,49009
2018-06-15 15:23:00,101.0600,101.1000,101.0550,101.0950,49376
2018-06-15 15:22:00,101.0300,101.0600,101.0200,101.0600,31182
2018-06-15 15:21:00,101.0300,101.0400,101.0200,101.0250,46656
2018-06-15 15:20:00,101.0250,101.0400,101.0200,101.0352,40142
2018-06-15 15:19:00,101.0250,101.0300,101.0100,101.0201,58284
2018-06-15 15:18:00,101.0400,101.0400,101.0200,101.0200,22810
2018-06-15 15:17:00,101.0300,101.0400,101.0250,101.0350,17845
2018-06-15 15:16:00,101.0100,101.0500,101.0100,101.0350,21188
2018-06-15 15:15:00,101.0257,101.0300,101.0100,101.0150,36015
2018-06-15 15:14:00,101.0350,101.0400,101.0200,101.0200,21687
2018-06-15 15:13:00,101.0400,101.0500,101.0300,101.0350,34342
2018-06-15 15:12:00,101.0500,101.0561,101.0400,101.0400,17869
2018-06-15 15:11:00,101.0450,101.0700,101.0400,101.0550,23459
2018-06-15 15:10:00,101.0550,101.0600,101.0450,101.0450,14713
2018-06-15 15:09:00,101.0450,101.0600,101.0400,101.0500,23450
2018-06-15 15:08:00,101.0600,101.0600,101.0400,101.0488,22132
2018-06-15 15:07:00,101.0800,101.1050,101.0600,101.0600,29231
2018-06-15 15:06:00,101.0550,101.0862,101.0501,101.0850,18282
2018-06-15 15:05:00,101.0850,101.0850,101.0543,101.0600,28401
2018-06-15 15:04:00,101.0500,101.1000,101.0500,101.0900,34902
2018-06-15 15:03:00,101.0600,101.0700,101.0450,101.0600,27624
2018-06-15 15:02:00,101.0900,101.0900,101.0500,101.0600,36489
2018-06-15 15:01:00,101.0900,101.1050,101.0700,101.0900,28906
2018-06-15 15:00:00,101.1000,101.1200,101.0850,101.0900,37031
2018-06-15 14:59:00,101.0950,101.1000,101.0900,101.1000,18231
2018-06-15 14:58:00,101.1090,101.1100,101.0900,101.0940,12603
2018-06-15 14:57:00,101.0861,101.1100,101.0800,101.1100,14529
2018-06-15 14:56:00,101.0750,101.0900,101.0600,101.0800,28763
2018-06-15 14:55:00,101.0700,101.1100,101.0650,101.0700,49224
2018-06-15 14:54:00,101.0600,101.0850,101.0600,101.0650,27745
2018-06-15 14:53:00,101.0500,101.0700,101.0500,101.0650,10461
2018-06-15 14:52:00,101.0550,101.0700,101.0500,101.0500,13508
2018-06-15 14:51:00,101.0400,101.0678,101.0300,101.0600,27606
2018-06-15 14:50:00,101.1100,101.1500,101.0200,101.0400,91892
2018-06-15 14:49:00,101.0700,101.1200,101.0700,101.1050,46418
2018-06-15 14:48:00,101.0500,101.0750,101.0400,101.0700,14958
2018-06-15 14:47:00,101.0500,101.0600,101.0300,101.0439,26573
2018-06-15 14:46:00,101.0500,101.0600,101.0400,101.0450,18508
2018-06-15 14:45:00,101.0500,101.0750,101.0310,101.0500,21952
2018-06-15 14:44:00,101.0600,101.0600,101.0400,101.0550,20351
2018-06-15 14:43:00,101.0700,101.0700,101.0400,101.0500,33474
2018-06-15 14:42:00,101.0600,101.0750,101.0500,101.0700,10676
2018-06-15 14:41:00,101.0400,101.0600,101.0400,101.0600,18370
